rank,event_id,amount,failure_code,cause,strategy,recovery_probability,expected_recovered_amount,intervention_cost,expected_value,initial_action,final_action,safe_to_execute,rules_triggered
166,PAY_09175,26419.19,checkout_abandon,Checkout abandonment,Send payment link,0.4401,11627.09,1.0,11626.09,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
167,PAY_05327,18894.68,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6135,11591.89,2.0,11589.89,retry_scheduled,retry_scheduled,True,['All safety checks passed']
168,PAY_00677,27082.64,mandate_expired,Mandate expired,Send re-authorization link,0.4262,11542.62,1.0,11541.62,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
169,PAY_03642,13211.22,gateway_timeout,Gateway timeout,Retry immediately,0.8713,11510.94,2.0,11508.94,retry_now,retry_now,True,['All safety checks passed']
170,PAY_07670,21307.08,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5361,11422.73,2.0,11420.73,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
171,PAY_00755,14901.46,gateway_timeout,Gateway timeout,Retry immediately,0.7637,11380.25,2.0,11378.25,retry_now,retry_now,True,['All safety checks passed']
172,PAY_04853,19171.38,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5935,11378.21,2.0,11376.21,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
173,PAY_04946,16538.16,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6879,11376.6,2.0,11374.6,retry_scheduled,retry_scheduled,True,['All safety checks passed']
174,PAY_03593,15139.11,gateway_timeout,Gateway timeout,Retry immediately,0.7462,11296.8,2.0,11294.8,retry_now,retry_now,True,['All safety checks passed']
175,PAY_08334,12794.18,gateway_timeout,Gateway timeout,Retry immediately,0.8819,11283.19,2.0,11281.19,retry_now,retry_now,True,['All safety checks passed']
176,PAY_06108,28854.6,mandate_expired,Mandate expired,Send re-authorization link,0.3893,11233.1,1.0,11232.1,send_payment_link,send_payment_link,True,['All safety checks passed']
177,PAY_05546,13284.14,gateway_timeout,Gateway timeout,Retry immediately,0.8455,11231.74,2.0,11229.74,retry_now,retry_now,True,['All safety checks passed']
178,PAY_06841,14738.64,gateway_timeout,Gateway timeout,Retry immediately,0.7586,11180.73,2.0,11178.73,retry_now,retry_now,True,['All safety checks passed']
179,PAY_08815,14514.89,gateway_timeout,Gateway timeout,Retry immediately,0.7676,11141.63,2.0,11139.63,retry_now,retry_now,True,['All safety checks passed']
180,PAY_06446,13983.35,gateway_timeout,Gateway timeout,Retry immediately,0.796,11130.75,2.0,11128.75,retry_now,retry_now,True,['All safety checks passed']
181,PAY_03383,16357.23,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6802,11126.19,2.0,11124.19,retry_scheduled,retry_scheduled,True,['All safety checks passed']
182,PAY_05234,19319.48,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5724,11058.47,2.0,11056.47,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
183,PAY_00190,13029.53,gateway_timeout,Gateway timeout,Retry immediately,0.8444,11002.14,2.0,11000.14,retry_now,retry_now,True,['All safety checks passed']
184,PAY_06395,16955.9,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6481,10989.12,2.0,10987.12,retry_scheduled,retry_scheduled,True,['All safety checks passed']
185,PAY_05290,14688.85,insufficient_funds,Insufficient funds,Retry after 24 hours,0.7466,10966.7,2.0,10964.7,retry_scheduled,retry_scheduled,True,['All safety checks passed']
186,PAY_02481,15376.15,insufficient_funds,Insufficient funds,Retry after 24 hours,0.712,10947.82,2.0,10945.82,retry_scheduled,retry_scheduled,True,['All safety checks passed']
187,PAY_00228,16332.15,mandate_expired,Mandate expired,Send re-authorization link,0.6691,10927.84,1.0,10926.84,send_payment_link,send_payment_link,True,['All safety checks passed']
188,PAY_06661,17870.64,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6111,10920.75,2.0,10918.75,retry_scheduled,retry_scheduled,True,['All safety checks passed']
189,PAY_09453,20034.55,checkout_abandon,Checkout abandonment,Send payment link,0.5432,10882.77,1.0,10881.77,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
190,PAY_02278,16485.48,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6596,10873.82,2.0,10871.82,retry_scheduled,retry_scheduled,True,['All safety checks passed']
191,PAY_09498,15916.8,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6819,10853.67,2.0,10851.67,retry_scheduled,retry_scheduled,True,['All safety checks passed']
192,PAY_04014,14000.89,gateway_timeout,Gateway timeout,Retry immediately,0.774,10836.69,2.0,10834.69,retry_now,retry_now,True,['All safety checks passed']
193,PAY_00248,15692.84,insufficient_funds,Insufficient funds,Retry after 24 hours,0.69,10828.06,2.0,10826.06,retry_scheduled,retry_scheduled,True,['All safety checks passed']
194,PAY_01480,13765.2,gateway_timeout,Gateway timeout,Retry immediately,0.7821,10765.76,2.0,10763.76,retry_now,retry_now,True,['All safety checks passed']
195,PAY_05184,50025.35,card_expired,Card expired,Request payment method update,0.2149,10750.45,25.0,10725.45,escalate_to_human,escalate_to_human,True,['All safety checks passed']
196,PAY_06447,12657.06,gateway_timeout,Gateway timeout,Retry immediately,0.8473,10724.33,2.0,10722.33,retry_now,retry_now,True,['All safety checks passed']
197,PAY_03785,15505.11,gateway_timeout,Gateway timeout,Retry immediately,0.6911,10715.58,2.0,10713.58,retry_now,retry_now,True,['All safety checks passed']
198,PAY_08886,15042.11,gateway_timeout,Gateway timeout,Retry immediately,0.7123,10714.49,2.0,10712.49,retry_now,retry_now,True,['All safety checks passed']
199,PAY_05090,19042.32,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5614,10690.36,2.0,10688.36,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
200,PAY_06769,14654.04,insufficient_funds,Insufficient funds,Retry after 24 hours,0.7266,10647.63,2.0,10645.63,retry_scheduled,retry_scheduled,True,['All safety checks passed']
201,PAY_01195,17289.24,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6157,10644.99,2.0,10642.99,retry_scheduled,retry_scheduled,True,['All safety checks passed']
202,PAY_06032,12625.59,gateway_timeout,Gateway timeout,Retry immediately,0.8409,10616.86,2.0,10614.86,retry_now,retry_now,True,['All safety checks passed']
203,PAY_08550,15481.61,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6857,10615.74,2.0,10613.74,retry_scheduled,retry_scheduled,True,['All safety checks passed']
204,PAY_04669,15945.17,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6654,10609.92,2.0,10607.92,retry_scheduled,retry_scheduled,True,['All safety checks passed']
205,PAY_05014,13339.4,gateway_timeout,Gateway timeout,Retry immediately,0.7935,10584.81,2.0,10582.81,retry_now,retry_now,True,['All safety checks passed']
206,PAY_03343,13515.59,gateway_timeout,Gateway timeout,Retry immediately,0.7801,10543.51,2.0,10541.51,retry_now,retry_now,True,['All safety checks passed']
207,PAY_02912,16514.1,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6363,10507.92,2.0,10505.92,retry_scheduled,retry_scheduled,True,['All safety checks passed']
208,PAY_01168,15150.49,checkout_abandon,Checkout abandonment,Send payment link,0.693,10499.29,1.0,10498.29,send_payment_link,send_payment_link,True,['All safety checks passed']
209,PAY_00345,12584.93,gateway_timeout,Gateway timeout,Retry immediately,0.8338,10493.31,2.0,10491.31,retry_now,retry_now,True,['All safety checks passed']
210,PAY_06156,20288.81,checkout_abandon,Checkout abandonment,Send payment link,0.5157,10462.94,1.0,10461.94,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
211,PAY_05561,12693.32,gateway_timeout,Gateway timeout,Retry immediately,0.8234,10451.68,2.0,10449.68,retry_now,retry_now,True,['All safety checks passed']
212,PAY_06947,17668.39,mandate_expired,Mandate expired,Send re-authorization link,0.5911,10443.79,1.0,10442.79,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
213,PAY_02214,14799.77,checkout_abandon,Checkout abandonment,Send payment link,0.7055,10441.24,1.0,10440.24,send_payment_link,send_payment_link,True,['All safety checks passed']
214,PAY_09759,18887.23,mandate_expired,Mandate expired,Send re-authorization link,0.5528,10440.86,1.0,10439.86,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
215,PAY_08333,23435.2,checkout_abandon,Checkout abandonment,Send payment link,0.4397,10304.46,1.0,10303.46,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
216,PAY_09896,17774.1,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5797,10303.65,2.0,10301.65,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
217,PAY_03149,14776.09,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6972,10301.89,2.0,10299.89,retry_scheduled,retry_scheduled,True,['All safety checks passed']
218,PAY_03547,12450.67,gateway_timeout,Gateway timeout,Retry immediately,0.8263,10287.99,2.0,10285.99,retry_now,retry_now,True,['All safety checks passed']
219,PAY_09756,13676.22,gateway_timeout,Gateway timeout,Retry immediately,0.7511,10272.21,2.0,10270.21,retry_now,retry_now,True,['All safety checks passed']
220,PAY_03738,11713.48,gateway_timeout,Gateway timeout,Retry immediately,0.876,10261.01,2.0,10259.01,retry_now,retry_now,True,['All safety checks passed']
221,PAY_06767,16257.03,checkout_abandon,Checkout abandonment,Send payment link,0.6301,10243.55,1.0,10242.55,send_payment_link,send_payment_link,True,['All safety checks passed']
222,PAY_08580,13326.1,insufficient_funds,Insufficient funds,Retry after 24 hours,0.7677,10230.45,2.0,10228.45,retry_scheduled,retry_scheduled,True,['All safety checks passed']
223,PAY_03440,17138.09,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5967,10226.3,2.0,10224.3,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
224,PAY_05363,17114.36,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5974,10224.12,2.0,10222.12,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
225,PAY_01974,13638.24,gateway_timeout,Gateway timeout,Retry immediately,0.7492,10217.77,2.0,10215.77,retry_now,retry_now,True,['All safety checks passed']
226,PAY_06952,15913.13,checkout_abandon,Checkout abandonment,Send payment link,0.6409,10198.73,1.0,10197.73,send_payment_link,send_payment_link,True,['All safety checks passed']
227,PAY_08040,12912.82,gateway_timeout,Gateway timeout,Retry immediately,0.7877,10171.43,2.0,10169.43,retry_now,retry_now,True,['All safety checks passed']
228,PAY_09464,14247.15,insufficient_funds,Insufficient funds,Retry after 24 hours,0.7125,10151.09,2.0,10149.09,retry_scheduled,retry_scheduled,True,['All safety checks passed']
229,PAY_05366,18375.85,mandate_expired,Mandate expired,Send re-authorization link,0.5517,10137.96,1.0,10136.96,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
230,PAY_07824,12227.9,gateway_timeout,Gateway timeout,Retry immediately,0.8288,10134.48,2.0,10132.48,retry_now,retry_now,True,['All safety checks passed']
231,PAY_04219,13948.89,insufficient_funds,Insufficient funds,Retry after 24 hours,0.7261,10128.29,2.0,10126.29,retry_scheduled,retry_scheduled,True,['All safety checks passed']
232,PAY_07832,20873.66,mandate_expired,Mandate expired,Send re-authorization link,0.4848,10119.55,1.0,10118.55,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
233,PAY_04625,15733.51,insufficient_funds,Insufficient funds,Retry after 24 hours,0.643,10116.65,2.0,10114.65,retry_scheduled,retry_scheduled,True,['All safety checks passed']
234,PAY_02319,23351.87,checkout_abandon,Checkout abandonment,Send payment link,0.431,10064.66,1.0,10063.66,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
235,PAY_09426,18810.24,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5348,10059.72,2.0,10057.72,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
236,PAY_06315,14544.21,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6908,10047.14,2.0,10045.14,retry_scheduled,retry_scheduled,True,['All safety checks passed']
237,PAY_01396,16096.6,mandate_expired,Mandate expired,Send re-authorization link,0.6231,10029.79,1.0,10028.79,send_payment_link,send_payment_link,True,['All safety checks passed']
238,PAY_03792,11763.67,gateway_timeout,Gateway timeout,Retry immediately,0.8511,10012.06,2.0,10010.06,retry_now,retry_now,True,['All safety checks passed']
239,PAY_04204,20829.53,mandate_expired,Mandate expired,Send re-authorization link,0.48,9998.17,1.0,9997.17,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
240,PAY_01459,14903.69,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6707,9995.9,2.0,9993.9,retry_scheduled,retry_scheduled,True,['All safety checks passed']
241,PAY_01950,18490.44,mandate_expired,Mandate expired,Send re-authorization link,0.5398,9981.14,1.0,9980.14,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
242,PAY_06484,14015.79,gateway_timeout,Gateway timeout,Retry immediately,0.712,9979.24,2.0,9977.24,retry_now,retry_now,True,['All safety checks passed']
243,PAY_09351,12257.44,gateway_timeout,Gateway timeout,Retry immediately,0.8136,9972.65,2.0,9970.65,retry_now,retry_now,True,['All safety checks passed']
244,PAY_04716,12841.93,gateway_timeout,Gateway timeout,Retry immediately,0.7734,9931.95,2.0,9929.95,retry_now,retry_now,True,['All safety checks passed']
245,PAY_04533,15037.13,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6603,9929.02,2.0,9927.02,retry_scheduled,retry_scheduled,True,['All safety checks passed']
246,PAY_07530,13943.74,gateway_timeout,Gateway timeout,Retry immediately,0.7077,9867.98,2.0,9865.98,retry_now,retry_now,True,['All safety checks passed']
247,PAY_06863,11736.75,gateway_timeout,Gateway timeout,Retry immediately,0.8403,9862.39,2.0,9860.39,retry_now,retry_now,True,['All safety checks passed']
248,PAY_09158,13403.83,insufficient_funds,Insufficient funds,Retry after 24 hours,0.7352,9854.5,2.0,9852.5,retry_scheduled,retry_scheduled,True,['All safety checks passed']
249,PAY_01259,14238.35,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6919,9851.51,2.0,9849.51,retry_scheduled,retry_scheduled,True,['All safety checks passed']
250,PAY_08498,18633.93,insufficient_funds,Insufficient funds,Retry after 24 hours,0.528,9838.72,2.0,9836.72,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
251,PAY_07052,14543.9,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6754,9822.95,2.0,9820.95,retry_scheduled,retry_scheduled,True,['All safety checks passed']
252,PAY_09084,16287.9,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6023,9810.2,2.0,9808.2,retry_scheduled,retry_scheduled,True,['All safety checks passed']
253,PAY_02548,18857.87,mandate_expired,Mandate expired,Send re-authorization link,0.5194,9794.78,1.0,9793.78,send_payment_link,escalate_to_human,False,['Recovery probability is ambiguous']
254,PAY_09880,11295.09,gateway_timeout,Gateway timeout,Retry immediately,0.8661,9782.68,2.0,9780.68,retry_now,retry_now,True,['All safety checks passed']
255,PAY_06089,15307.22,insufficient_funds,Insufficient funds,Retry after 24 hours,0.6376,9759.88,2.0,9757.88,retry_scheduled,retry_scheduled,True,['All safety checks passed']
256,PAY_02916,17477.05,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5577,9746.95,2.0,9744.95,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
257,PAY_04435,16848.12,insufficient_funds,Insufficient funds,Retry after 24 hours,0.5779,9736.53,2.0,9734.53,retry_scheduled,escalate_to_human,False,['Recovery probability is ambiguous']
258,PAY_03864,12923.21,gateway_timeout,Gateway timeout,Retry immediately,0.7523,9722.13,2.0,9720.13,retry_now,retry_now,True,['All safety checks passed']
259,PAY_08642,14125.01,checkout_abandon,Checkout abandonment,Send payment link,0.6864,9695.41,1.0,9694.41,send_payment_link,send_payment_link,True,['All safety checks passed']
260,PAY_00590,12521.0,gateway_timeout,Gateway timeout,Retry immediately,0.7743,9695.01,2.0,9693.01,retry_now,retry_now,True,['All safety checks passed']
261,PAY_02512,13777.8,insufficient_funds,Insufficient funds,Retry after 24 hours,0.7021,9673.39,2.0,9671.39,retry_scheduled,retry_scheduled,True,['All safety checks passed']
