event_id,amount,failure_code,customer_tenure_months,past_successful_payments,past_failed_payments,checkout_funnel_depth,time_since_failure,label_recovered
PAY_00428,13972.07,mandate_expired,13,13,3,0,24.75,0
PAY_00429,627.58,other,10,8,2,0,6.08,0
PAY_00430,3702.91,card_expired,51,5,3,0,2.59,0
PAY_00431,883.16,insufficient_funds,16,8,4,0,33.42,0
PAY_00432,4018.82,checkout_abandon,22,8,3,1,3.89,1
PAY_00433,2192.85,gateway_timeout,16,5,3,0,6.81,1
PAY_00434,400.67,insufficient_funds,49,4,4,0,4.56,0
PAY_00435,6325.49,insufficient_funds,40,9,2,0,10.44,1
PAY_00436,1365.19,insufficient_funds,29,12,1,0,18.69,1
PAY_00437,1465.78,insufficient_funds,48,9,4,0,11.45,1
PAY_00438,857.73,card_expired,5,6,1,0,22.77,0
PAY_00439,1299.54,gateway_timeout,41,7,1,0,8.92,0
PAY_00440,3835.05,card_expired,22,6,2,0,7.81,0
PAY_00441,2068.96,other,23,6,3,0,8.14,0
PAY_00442,3472.77,checkout_abandon,10,9,1,2,3.46,0
PAY_00443,3590.22,checkout_abandon,6,12,0,3,16.87,0
PAY_00444,9364.75,card_expired,42,7,5,0,3.53,0
PAY_00445,1774.47,insufficient_funds,52,10,2,0,21.04,1
PAY_00446,570.89,gateway_timeout,55,8,0,0,22.11,1
PAY_00447,7268.23,checkout_abandon,15,3,3,3,1.38,0
PAY_00448,1794.64,card_expired,46,6,1,0,26.27,0
PAY_00449,7620.81,card_expired,7,9,2,0,33.77,0
PAY_00450,3668.08,card_expired,47,8,1,0,1.51,0
PAY_00451,2192.74,mandate_expired,34,7,5,0,2.32,1
PAY_00452,3543.33,checkout_abandon,52,8,3,3,7.22,1
PAY_00453,17589.52,card_expired,5,7,2,0,24.66,1
PAY_00454,19950.84,other,47,11,4,0,31.48,0
PAY_00455,2679.61,checkout_abandon,29,8,1,1,17.29,0
PAY_00456,2934.34,other,35,12,3,0,8.37,0
PAY_00457,7334.07,other,33,11,2,0,25.28,0
PAY_00458,1073.18,checkout_abandon,43,11,1,3,18.25,0
PAY_00459,3488.11,insufficient_funds,36,11,1,0,5.27,1
PAY_00460,2436.17,insufficient_funds,25,13,3,0,16.52,1
PAY_00461,3421.91,card_expired,27,5,1,0,7.96,0
PAY_00462,1086.46,insufficient_funds,5,8,3,0,6.1,0
PAY_00463,510.03,checkout_abandon,44,9,1,5,8.37,1
PAY_00464,314.52,checkout_abandon,43,9,1,2,16.44,1
PAY_00465,817.84,other,35,5,1,0,10.6,0
PAY_00466,1580.3,card_expired,44,11,2,0,13.25,0
PAY_00467,1864.7,card_expired,17,8,1,0,6.72,0
PAY_00468,17348.77,gateway_timeout,14,8,2,0,30.95,0
PAY_00469,7555.56,insufficient_funds,56,6,0,0,1.66,1
PAY_00470,955.23,mandate_expired,58,13,1,0,14.9,1
PAY_00471,3539.55,insufficient_funds,52,6,4,0,0.89,1
PAY_00472,1663.98,checkout_abandon,4,12,2,3,3.7,0
PAY_00473,1881.23,other,33,11,2,0,20.68,0
PAY_00474,3009.03,checkout_abandon,45,12,3,3,1.02,1
PAY_00475,4643.47,mandate_expired,3,8,1,0,9.88,0
PAY_00476,1780.75,mandate_expired,59,12,2,0,15.18,1
PAY_00477,7243.77,card_expired,48,8,5,0,20.12,0
PAY_00478,798.0,gateway_timeout,19,8,4,0,18.55,1
PAY_00479,2515.9,checkout_abandon,31,4,4,3,0.43,1
PAY_00480,33581.14,insufficient_funds,55,5,1,0,4.72,1
PAY_00481,3124.8,checkout_abandon,52,10,2,2,24.86,0
PAY_00482,10480.38,gateway_timeout,50,9,1,0,14.52,1
PAY_00483,2739.6,checkout_abandon,60,11,1,2,5.48,1
PAY_00484,4468.57,card_expired,45,14,1,0,14.13,0
PAY_00485,2362.0,insufficient_funds,57,8,2,0,19.42,1
PAY_00486,2108.3,checkout_abandon,58,5,1,5,5.98,0
PAY_00487,1146.61,insufficient_funds,2,2,3,0,20.55,0
PAY_00488,3844.3,gateway_timeout,40,5,1,0,0.4,1
PAY_00489,1066.9,insufficient_funds,21,15,4,0,43.72,1
PAY_00490,4864.07,insufficient_funds,30,7,1,0,11.25,0
PAY_00491,7400.72,other,11,8,4,0,4.84,0
PAY_00492,3606.8,other,41,6,0,0,4.62,0
PAY_00493,1877.69,mandate_expired,51,11,2,0,4.93,0
PAY_00494,3936.36,checkout_abandon,25,8,4,5,9.46,0
PAY_00495,1836.05,card_expired,42,7,2,0,24.39,0
PAY_00496,6371.52,other,20,8,1,0,21.05,1
PAY_00497,400.47,checkout_abandon,45,5,3,5,3.08,1
PAY_00498,1787.26,insufficient_funds,5,13,1,0,3.31,1
PAY_00499,341.46,mandate_expired,53,8,2,0,18.0,1
PAY_00500,560.59,other,23,11,0,0,1.95,0
PAY_00501,9778.18,gateway_timeout,31,6,3,0,23.25,1
PAY_00502,6119.47,checkout_abandon,49,9,1,2,2.06,1
PAY_00503,1217.51,gateway_timeout,2,10,1,0,9.16,1
PAY_00504,556.43,gateway_timeout,57,3,4,0,11.77,1
PAY_00505,128.96,mandate_expired,37,9,4,0,17.15,1
PAY_00506,1451.79,gateway_timeout,59,12,1,0,16.29,1
PAY_00507,28126.32,other,34,7,1,0,41.41,0
PAY_00508,3861.96,card_expired,13,5,0,0,15.04,1
PAY_00509,1428.63,insufficient_funds,35,15,2,0,0.1,1
PAY_00510,3980.35,card_expired,35,4,1,0,13.44,0
PAY_00511,524.84,card_expired,56,8,2,0,42.58,0
PAY_00512,1857.01,checkout_abandon,35,8,1,4,11.52,1
PAY_00513,2761.48,checkout_abandon,25,5,3,1,0.1,1
PAY_00514,2293.75,card_expired,11,7,1,0,17.28,0
PAY_00515,5512.93,gateway_timeout,20,6,1,0,5.23,1
PAY_00516,3528.72,insufficient_funds,35,3,1,0,8.21,0
PAY_00517,4877.42,gateway_timeout,23,6,5,0,25.28,1
PAY_00518,1255.98,gateway_timeout,22,6,3,0,26.37,0
PAY_00519,6135.59,mandate_expired,1,8,0,0,5.01,0
PAY_00520,12746.13,insufficient_funds,57,4,5,0,6.79,1
PAY_00521,947.57,mandate_expired,51,6,2,0,17.49,0
PAY_00522,1029.01,checkout_abandon,16,13,0,3,0.92,0
PAY_00523,9507.44,card_expired,9,5,0,0,4.99,0
PAY_00524,2064.62,checkout_abandon,51,10,2,5,7.28,1
PAY_00525,10176.82,other,51,10,3,0,5.43,0
PAY_00526,1606.01,other,54,7,1,0,4.69,0
PAY_00527,10711.7,insufficient_funds,33,7,1,0,3.61,1
PAY_00528,2851.3,mandate_expired,45,12,2,0,16.84,1
PAY_00529,3236.59,insufficient_funds,44,7,0,0,16.89,1
PAY_00530,11953.32,card_expired,13,4,1,0,16.78,0
PAY_00531,1741.11,mandate_expired,32,3,1,0,6.2,1
PAY_00532,975.47,gateway_timeout,16,7,1,0,1.47,1
PAY_00533,1596.36,insufficient_funds,46,5,5,0,14.38,0
PAY_00534,3929.94,gateway_timeout,59,9,3,0,3.28,1
PAY_00535,522.32,card_expired,5,13,4,0,8.2,0
PAY_00536,4729.23,card_expired,5,3,0,0,15.95,0
PAY_00537,1458.66,insufficient_funds,16,9,2,0,2.43,1
PAY_00538,7878.23,gateway_timeout,8,11,0,0,34.47,0
PAY_00539,228.1,gateway_timeout,1,13,2,0,10.48,1
PAY_00540,1138.52,checkout_abandon,59,5,1,5,20.56,1
PAY_00541,462.93,insufficient_funds,35,5,3,0,6.1,1
PAY_00542,1094.24,gateway_timeout,47,2,3,0,8.41,1
PAY_00543,3202.58,other,34,10,3,0,7.28,0
PAY_00544,2089.79,checkout_abandon,45,7,0,2,15.77,0
PAY_00545,1940.44,mandate_expired,42,12,3,0,9.57,1
PAY_00546,2132.1,checkout_abandon,10,12,4,5,15.6,1
PAY_00547,3063.87,checkout_abandon,10,6,2,1,0.93,0
PAY_00548,911.88,checkout_abandon,30,12,1,3,12.94,1
PAY_00549,5068.98,gateway_timeout,23,7,3,0,6.62,1
PAY_00550,4849.89,insufficient_funds,51,5,2,0,6.61,0
PAY_00551,3674.18,other,19,7,1,0,38.06,0
PAY_00552,4361.54,card_expired,20,10,1,0,6.0,0
PAY_00553,3362.58,mandate_expired,32,9,1,0,15.27,1
PAY_00554,19132.03,insufficient_funds,12,8,6,0,0.77,1
PAY_00555,2291.48,insufficient_funds,52,4,0,0,3.25,0
PAY_00556,1838.97,insufficient_funds,1,9,2,0,9.11,1
PAY_00557,1176.76,other,51,8,2,0,1.56,0
PAY_00558,890.5,card_expired,38,5,0,0,6.07,0
PAY_00559,720.23,checkout_abandon,54,8,0,1,2.86,0
PAY_00560,1027.87,other,18,7,4,0,21.18,0
PAY_00561,2329.4,insufficient_funds,55,16,2,0,12.76,1
PAY_00562,3492.39,checkout_abandon,52,8,1,5,23.17,1
PAY_00563,2631.18,insufficient_funds,28,4,1,0,0.73,0
PAY_00564,1162.71,gateway_timeout,18,11,2,0,13.38,1
PAY_00565,6150.14,other,12,13,2,0,7.49,0
PAY_00566,5236.76,card_expired,10,6,1,0,14.45,0
PAY_00567,2131.11,insufficient_funds,35,4,1,0,4.87,1
PAY_00568,1301.31,insufficient_funds,58,8,1,0,3.24,1
PAY_00569,4326.33,checkout_abandon,34,7,2,3,0.46,0
PAY_00570,3017.0,insufficient_funds,58,6,1,0,25.8,1
PAY_00571,587.52,checkout_abandon,46,10,2,2,19.87,0
PAY_00572,2335.7,checkout_abandon,42,12,2,3,32.89,1
PAY_00573,3248.93,gateway_timeout,44,9,3,0,1.03,1
PAY_00574,1016.73,gateway_timeout,56,9,5,0,5.98,1
PAY_00575,3022.65,insufficient_funds,52,8,2,0,1.39,0
PAY_00576,583.6,other,10,8,1,0,19.26,0
PAY_00577,9511.26,gateway_timeout,36,14,2,0,15.78,1
PAY_00578,8707.99,checkout_abandon,28,5,4,5,15.16,1
PAY_00579,1942.11,gateway_timeout,53,12,3,0,3.17,1
PAY_00580,3595.72,mandate_expired,13,14,0,0,35.14,1
PAY_00581,224.56,insufficient_funds,50,10,3,0,4.78,0
PAY_00582,786.58,insufficient_funds,29,9,1,0,3.18,1
PAY_00583,1863.6,mandate_expired,56,8,2,0,29.28,1
PAY_00584,855.69,mandate_expired,48,11,0,0,2.63,0
PAY_00585,5107.38,gateway_timeout,21,9,2,0,20.28,1
PAY_00586,18422.77,gateway_timeout,51,7,1,0,10.47,0
PAY_00587,770.8,other,12,9,3,0,8.97,0
PAY_00588,1082.02,insufficient_funds,1,8,5,0,8.78,1
PAY_00589,3163.69,insufficient_funds,31,5,2,0,0.82,1
PAY_00590,12521.0,gateway_timeout,24,9,2,0,21.53,0
PAY_00591,736.33,gateway_timeout,8,7,1,0,7.36,1
PAY_00592,3206.97,mandate_expired,60,5,1,0,9.04,0
PAY_00593,15449.7,mandate_expired,3,13,5,0,15.81,0
PAY_00594,479.28,checkout_abandon,36,7,1,3,5.21,1
PAY_00595,694.35,checkout_abandon,16,6,6,3,8.95,1
PAY_00596,1636.7,gateway_timeout,18,10,1,0,2.96,1
PAY_00597,1485.43,card_expired,13,8,4,0,72.0,0
PAY_00598,5634.41,insufficient_funds,24,8,3,0,5.48,0
PAY_00599,3183.4,gateway_timeout,41,7,2,0,11.46,1
PAY_00600,423.72,mandate_expired,20,6,2,0,3.38,1
PAY_00601,4185.81,gateway_timeout,44,6,1,0,1.66,1
PAY_00602,1403.2,insufficient_funds,27,7,2,0,6.69,1
PAY_00603,8941.81,gateway_timeout,48,6,2,0,10.48,1
PAY_00604,1334.7,mandate_expired,27,4,0,0,45.04,0
PAY_00605,1322.7,insufficient_funds,22,9,1,0,6.85,1
PAY_00606,4294.87,mandate_expired,31,7,4,0,17.32,1
PAY_00607,5361.36,card_expired,42,6,1,0,2.91,0
PAY_00608,3913.34,mandate_expired,28,6,5,0,22.51,1
PAY_00609,463.33,insufficient_funds,55,7,1,0,10.23,0
PAY_00610,4281.59,card_expired,31,8,2,0,1.3,0
PAY_00611,888.68,insufficient_funds,18,15,2,0,2.75,1
PAY_00612,3163.15,other,2,16,1,0,0.41,0
PAY_00613,602.03,mandate_expired,24,6,0,0,1.01,0
PAY_00614,3906.39,insufficient_funds,4,9,1,0,7.89,0
PAY_00615,1115.93,card_expired,3,7,5,0,22.63,0
PAY_00616,693.26,checkout_abandon,23,8,3,4,39.3,0
PAY_00617,5104.44,checkout_abandon,18,7,2,4,3.54,1
PAY_00618,3183.35,gateway_timeout,54,10,4,0,15.19,1
PAY_00619,1352.99,checkout_abandon,44,7,1,1,9.05,1
PAY_00620,10670.36,mandate_expired,48,7,2,0,6.26,1
PAY_00621,1609.04,other,33,9,2,0,4.54,0
PAY_00622,2581.57,gateway_timeout,7,7,4,0,2.06,1
PAY_00623,3271.35,mandate_expired,52,11,1,0,4.02,1
PAY_00624,1345.31,mandate_expired,30,12,2,0,11.33,0
PAY_00625,4004.53,mandate_expired,26,6,2,0,1.89,0
PAY_00626,1466.44,checkout_abandon,37,14,1,5,10.98,0
PAY_00627,1656.41,gateway_timeout,10,7,3,0,5.16,1
PAY_00628,9766.26,card_expired,29,8,1,0,26.34,0
PAY_00629,883.12,gateway_timeout,37,5,0,0,0.1,1
PAY_00630,223.91,insufficient_funds,42,8,2,0,1.63,0
PAY_00631,12518.75,checkout_abandon,31,10,1,1,11.94,1
PAY_00632,31996.25,gateway_timeout,60,11,2,0,1.68,1
PAY_00633,1666.99,insufficient_funds,60,8,2,0,9.0,1
PAY_00634,360.4,insufficient_funds,6,11,1,0,2.97,1
PAY_00635,1832.73,mandate_expired,5,5,3,0,5.25,1
PAY_00636,1877.74,other,31,7,1,0,0.4,0
PAY_00637,2067.56,checkout_abandon,50,10,0,1,17.13,1
PAY_00638,821.11,insufficient_funds,31,6,2,0,2.78,0
PAY_00639,4463.14,card_expired,14,9,3,0,28.59,0
PAY_00640,4224.07,gateway_timeout,34,9,1,0,9.53,1
PAY_00641,560.95,other,57,13,5,0,23.59,0
PAY_00642,5030.34,checkout_abandon,11,6,3,3,2.77,0
PAY_00643,19471.96,insufficient_funds,27,7,0,0,0.65,1
PAY_00644,2969.08,checkout_abandon,39,4,1,5,19.74,1
PAY_00645,1784.19,gateway_timeout,24,7,1,0,7.76,1
PAY_00646,2169.05,card_expired,3,5,4,0,5.08,0
PAY_00647,4625.33,insufficient_funds,41,4,2,0,1.98,0
PAY_00648,442.91,card_expired,45,6,4,0,7.38,1
PAY_00649,2946.69,card_expired,40,3,2,0,21.71,0
PAY_00650,1691.86,card_expired,40,3,2,0,4.6,0
PAY_00651,15865.01,other,40,6,4,0,0.3,0
PAY_00652,2100.38,insufficient_funds,20,7,3,0,13.11,1
PAY_00653,13252.4,checkout_abandon,1,12,2,3,0.62,1
PAY_00654,829.07,card_expired,60,9,0,0,24.31,0
PAY_00655,4497.63,gateway_timeout,13,10,1,0,0.63,1
PAY_00656,3440.76,insufficient_funds,50,3,1,0,9.79,0
PAY_00657,1048.38,gateway_timeout,33,14,3,0,12.13,0
PAY_00658,2985.26,insufficient_funds,33,4,6,0,33.86,0
PAY_00659,8404.86,other,2,12,0,0,2.66,0
PAY_00660,1808.5,checkout_abandon,60,9,1,5,3.73,1
PAY_00661,460.39,mandate_expired,32,10,1,0,2.69,0
PAY_00662,2456.48,other,50,11,2,0,31.39,0
PAY_00663,1013.96,gateway_timeout,47,9,3,0,17.86,1
PAY_00664,1775.27,card_expired,9,9,0,0,4.83,0
PAY_00665,2304.13,insufficient_funds,57,5,4,0,42.64,1
PAY_00666,454.13,insufficient_funds,36,10,1,0,4.56,0
PAY_00667,496.9,insufficient_funds,12,9,2,0,0.71,0
PAY_00668,4048.55,gateway_timeout,35,14,2,0,9.96,1
PAY_00669,1482.27,gateway_timeout,37,7,1,0,14.03,1
PAY_00670,192.35,checkout_abandon,40,11,0,3,6.97,1
PAY_00671,5480.16,insufficient_funds,20,4,2,0,15.1,0
PAY_00672,3282.68,insufficient_funds,57,8,0,0,0.61,1
PAY_00673,1224.36,mandate_expired,15,10,0,0,4.67,1
PAY_00674,669.96,insufficient_funds,30,12,3,0,6.4,0
PAY_00675,5766.69,card_expired,51,7,1,0,11.63,1
PAY_00676,3545.37,other,5,7,0,0,6.83,0
PAY_00677,27082.64,mandate_expired,25,3,2,0,11.64,0
PAY_00678,3805.62,checkout_abandon,29,13,3,1,3.56,0
PAY_00679,3683.98,mandate_expired,47,7,3,0,1.68,1
PAY_00680,2115.65,mandate_expired,48,7,2,0,10.27,1
PAY_00681,5657.98,other,48,13,2,0,21.51,0
PAY_00682,4671.01,other,22,10,1,0,13.15,1
PAY_00683,8740.92,gateway_timeout,30,4,3,0,8.08,1
PAY_00684,1484.34,checkout_abandon,2,17,2,2,24.21,1
PAY_00685,1617.5,card_expired,50,10,0,0,3.3,0
PAY_00686,1548.35,insufficient_funds,19,9,1,0,4.01,1
PAY_00687,5512.91,checkout_abandon,29,11,2,4,33.08,0
PAY_00688,11186.02,mandate_expired,41,7,3,0,5.58,1
PAY_00689,1580.04,mandate_expired,47,7,4,0,1.56,1
PAY_00690,1634.79,gateway_timeout,6,5,2,0,9.65,1
PAY_00691,3422.49,gateway_timeout,47,11,1,0,4.98,1
PAY_00692,1955.27,insufficient_funds,23,9,2,0,15.55,1
PAY_00693,6477.56,checkout_abandon,26,6,0,5,8.81,1
PAY_00694,263.03,other,8,2,3,0,31.48,0
PAY_00695,1093.72,other,44,7,1,0,21.29,0
PAY_00696,1143.25,gateway_timeout,29,9,3,0,13.16,1
PAY_00697,245.6,gateway_timeout,7,7,1,0,15.77,1
PAY_00698,953.76,card_expired,9,8,2,0,15.23,0
PAY_00699,1001.14,mandate_expired,44,4,0,0,4.3,0
PAY_00700,2044.57,checkout_abandon,7,7,2,1,9.63,0
PAY_00701,7608.43,gateway_timeout,32,7,1,0,0.79,1
PAY_00702,1956.64,insufficient_funds,42,7,3,0,10.8,0
PAY_00703,891.79,card_expired,55,9,1,0,42.82,0
PAY_00704,2361.59,checkout_abandon,10,3,1,1,18.88,0
PAY_00705,7138.23,gateway_timeout,18,3,1,0,5.28,1
PAY_00706,942.08,other,10,9,2,0,1.87,0
PAY_00707,1005.73,mandate_expired,53,8,3,0,6.26,0
PAY_00708,4370.34,other,36,10,2,0,37.56,0
PAY_00709,2003.22,checkout_abandon,59,7,4,5,25.81,0
PAY_00710,4776.82,checkout_abandon,3,5,1,3,24.41,1
PAY_00711,2466.11,other,43,6,3,0,46.41,0
PAY_00712,5042.76,other,2,1,1,0,9.74,1
PAY_00713,888.0,other,7,8,4,0,15.14,0
PAY_00714,2469.97,card_expired,26,4,2,0,2.99,0
PAY_00715,2025.06,checkout_abandon,23,4,1,3,3.95,0
PAY_00716,741.11,insufficient_funds,22,13,1,0,6.01,1
PAY_00717,523.52,gateway_timeout,5,8,0,0,13.56,0
PAY_00718,4963.15,other,33,11,3,0,0.13,0
PAY_00719,1760.04,gateway_timeout,21,4,2,0,8.77,1
PAY_00720,899.43,card_expired,60,14,4,0,7.66,0
PAY_00721,2270.75,other,48,6,1,0,42.24,0
PAY_00722,7723.82,other,27,8,1,0,8.4,0
PAY_00723,255.52,other,46,11,2,0,36.73,0
PAY_00724,559.7,checkout_abandon,35,7,0,4,14.89,1
PAY_00725,993.43,checkout_abandon,30,8,1,4,16.81,1
PAY_00726,10777.6,other,56,6,6,0,18.5,1
PAY_00727,3316.39,insufficient_funds,36,9,2,0,5.31,1
PAY_00728,5384.95,insufficient_funds,29,4,3,0,25.4,0
PAY_00729,799.42,other,34,7,2,0,4.78,0
PAY_00730,816.08,mandate_expired,47,8,1,0,20.74,0
PAY_00731,3912.22,checkout_abandon,45,12,1,4,19.78,1
PAY_00732,2650.01,insufficient_funds,33,8,2,0,17.26,0
PAY_00733,4327.67,checkout_abandon,11,10,2,2,14.39,0
PAY_00734,2072.22,other,39,9,1,0,8.98,0
PAY_00735,3301.69,checkout_abandon,26,11,1,3,23.68,0
PAY_00736,2928.26,gateway_timeout,56,7,2,0,3.58,1
PAY_00737,5441.52,checkout_abandon,55,8,2,3,0.46,1
PAY_00738,5602.98,other,1,7,3,0,1.56,0
PAY_00739,494.81,other,60,8,0,0,6.72,1
PAY_00740,264.22,gateway_timeout,55,10,4,0,6.59,1
PAY_00741,6807.58,checkout_abandon,55,11,1,3,0.82,1
PAY_00742,8199.03,gateway_timeout,30,8,2,0,24.53,1
PAY_00743,900.93,checkout_abandon,17,10,0,3,0.37,1
PAY_00744,389.25,insufficient_funds,37,8,2,0,13.52,0
PAY_00745,2760.26,checkout_abandon,53,11,2,1,9.71,1
PAY_00746,6341.59,checkout_abandon,28,6,2,1,2.9,0
PAY_00747,15087.78,gateway_timeout,60,11,5,0,5.41,1
PAY_00748,4189.53,gateway_timeout,16,5,4,0,14.73,1
PAY_00749,1723.87,insufficient_funds,52,4,1,0,11.04,1
PAY_00750,1023.43,insufficient_funds,4,7,3,0,10.53,0
PAY_00751,2528.79,mandate_expired,51,8,3,0,6.44,0
PAY_00752,1853.41,insufficient_funds,57,8,1,0,9.94,1
PAY_00753,905.94,insufficient_funds,43,11,1,0,11.21,1
PAY_00754,19395.6,other,38,5,4,0,25.58,0
PAY_00755,14901.46,gateway_timeout,25,9,3,0,25.1,0
PAY_00756,7786.09,other,53,9,2,0,2.81,1
PAY_00757,995.45,checkout_abandon,8,11,1,1,2.81,0
PAY_00758,5878.55,mandate_expired,18,9,0,0,14.52,1
PAY_00759,4739.43,checkout_abandon,8,11,3,4,1.27,0
PAY_00760,3891.66,insufficient_funds,17,6,1,0,1.45,0
PAY_00761,8722.94,card_expired,32,10,3,0,0.31,1
PAY_00762,4719.31,card_expired,21,5,4,0,38.82,0
PAY_00763,5239.91,gateway_timeout,26,10,0,0,10.72,1
PAY_00764,4726.56,card_expired,14,8,2,0,2.41,1
PAY_00765,3515.15,checkout_abandon,22,7,3,3,6.52,0
PAY_00766,420.08,other,30,8,2,0,9.6,0
PAY_00767,2718.04,card_expired,13,9,0,0,19.23,0
PAY_00768,1433.47,insufficient_funds,57,5,2,0,9.08,1
PAY_00769,695.2,other,54,7,3,0,12.86,0
PAY_00770,13438.28,other,53,3,0,0,38.41,0
PAY_00771,14087.47,mandate_expired,1,6,3,0,0.77,1
PAY_00772,9732.89,insufficient_funds,30,12,0,0,8.23,1
PAY_00773,3226.84,card_expired,48,4,1,0,1.91,1
PAY_00774,9649.59,mandate_expired,21,14,1,0,2.98,1
PAY_00775,2530.32,gateway_timeout,14,6,0,0,0.1,1
PAY_00776,3062.06,other,37,4,1,0,38.78,1
PAY_00777,837.63,checkout_abandon,1,4,2,3,3.76,0
PAY_00778,3718.36,card_expired,37,6,2,0,27.1,0
PAY_00779,2655.62,mandate_expired,28,9,1,0,4.44,0
PAY_00780,679.52,gateway_timeout,42,6,3,0,28.91,0
PAY_00781,2375.23,other,41,5,1,0,9.2,0
PAY_00782,2308.42,checkout_abandon,33,9,1,4,26.08,0
PAY_00783,15087.28,checkout_abandon,36,3,4,3,9.43,1
PAY_00784,6113.53,gateway_timeout,2,11,5,0,3.33,1
PAY_00785,2528.78,insufficient_funds,59,10,0,0,7.6,1
PAY_00786,3206.17,mandate_expired,5,5,2,0,15.81,0
PAY_00787,2613.01,gateway_timeout,59,2,5,0,14.92,0
PAY_00788,2040.87,other,59,5,0,0,5.08,0
PAY_00789,846.93,other,44,6,3,0,1.65,0
PAY_00790,2149.51,card_expired,45,9,1,0,8.85,0
PAY_00791,1185.53,insufficient_funds,2,11,2,0,11.34,1
PAY_00792,716.04,mandate_expired,57,12,2,0,6.47,1
PAY_00793,4168.32,insufficient_funds,32,6,6,0,6.13,1
PAY_00794,3697.12,card_expired,21,9,2,0,14.06,0
PAY_00795,418.78,checkout_abandon,41,3,1,3,2.89,0
PAY_00796,2211.36,other,33,3,3,0,22.55,0
PAY_00797,6766.56,gateway_timeout,22,8,1,0,0.77,1
PAY_00798,7210.33,gateway_timeout,20,9,1,0,19.06,1
PAY_00799,6973.57,other,8,10,3,0,16.87,0
PAY_00800,2599.2,checkout_abandon,55,8,3,3,3.14,1
PAY_00801,1073.84,card_expired,40,8,3,0,37.39,0
PAY_00802,845.85,other,18,16,4,0,10.6,0
PAY_00803,3528.58,checkout_abandon,44,10,0,3,9.01,0
PAY_00804,3653.08,checkout_abandon,42,3,1,2,7.1,1
PAY_00805,9057.76,checkout_abandon,9,7,2,2,1.1,1
PAY_00806,7510.26,card_expired,11,8,0,0,1.47,0
PAY_00807,2190.35,other,14,9,3,0,12.01,0
PAY_00808,720.42,gateway_timeout,7,6,1,0,10.53,1
PAY_00809,1817.0,mandate_expired,50,7,2,0,15.94,0
PAY_00810,3106.58,gateway_timeout,10,6,4,0,61.8,0
PAY_00811,2042.57,checkout_abandon,49,9,3,5,4.97,0
PAY_00812,1402.7,card_expired,32,9,2,0,12.42,1
PAY_00813,3219.34,other,8,10,1,0,15.64,0
PAY_00814,1510.34,gateway_timeout,51,6,2,0,0.87,0
PAY_00815,1334.06,gateway_timeout,11,8,0,0,9.08,0
PAY_00816,3413.52,gateway_timeout,60,8,2,0,7.58,1
PAY_00817,1672.46,insufficient_funds,1,8,2,0,3.64,0
PAY_00818,3191.19,gateway_timeout,38,7,4,0,1.94,1
PAY_00819,3285.42,other,19,8,2,0,9.7,0
PAY_00820,800.0,gateway_timeout,33,8,0,0,6.02,1
PAY_00821,1545.04,gateway_timeout,51,6,2,0,36.34,1
PAY_00822,10528.31,mandate_expired,48,6,0,0,15.37,1
PAY_00823,782.09,insufficient_funds,17,6,0,0,16.72,1
PAY_00824,301.08,gateway_timeout,4,12,1,0,19.64,1
PAY_00825,388.46,other,18,8,3,0,10.57,0
PAY_00826,2573.84,insufficient_funds,49,12,1,0,9.53,1
PAY_00827,2578.5,gateway_timeout,31,7,3,0,11.29,0
PAY_00828,2222.6,checkout_abandon,46,11,1,4,2.58,0
PAY_00829,8418.91,insufficient_funds,30,14,0,0,2.04,1
PAY_00830,172.64,gateway_timeout,32,8,0,0,8.31,1
PAY_00831,3714.43,insufficient_funds,4,11,3,0,28.27,1
PAY_00832,11914.18,gateway_timeout,2,9,0,0,6.33,1
PAY_00833,809.38,other,43,6,1,0,11.72,0
PAY_00834,1709.98,gateway_timeout,13,11,1,0,9.93,1
PAY_00835,1177.51,gateway_timeout,22,6,4,0,13.19,1
PAY_00836,1022.19,gateway_timeout,23,9,1,0,12.49,1
PAY_00837,1804.04,other,38,12,0,0,10.26,0
PAY_00838,10420.51,insufficient_funds,57,7,3,0,1.34,1
PAY_00839,15700.26,other,46,9,3,0,0.25,0
PAY_00840,1786.67,gateway_timeout,39,9,1,0,22.22,1
PAY_00841,16799.53,other,51,11,2,0,17.39,0
PAY_00842,2590.54,gateway_timeout,31,7,1,0,3.65,1
PAY_00843,14439.71,insufficient_funds,9,6,3,0,18.11,0
PAY_00844,2277.3,checkout_abandon,30,8,2,4,7.53,1
PAY_00845,2850.08,insufficient_funds,59,13,0,0,8.32,1
PAY_00846,3602.99,card_expired,47,13,1,0,7.97,0
PAY_00847,60048.01,mandate_expired,21,12,3,0,27.59,0
PAY_00848,5856.64,mandate_expired,20,12,1,0,32.06,0
PAY_00849,1232.48,insufficient_funds,56,6,3,0,2.25,0
PAY_00850,6588.26,mandate_expired,6,7,0,0,1.93,1
PAY_00851,1741.0,gateway_timeout,56,4,4,0,3.0,1
PAY_00852,1531.95,other,41,5,1,0,7.43,0
PAY_00853,6202.13,mandate_expired,49,10,3,0,19.82,0
PAY_00854,2578.93,checkout_abandon,20,4,0,4,0.1,1
PAY_00855,3303.12,card_expired,39,7,1,0,8.18,0
PAY_00856,2535.21,checkout_abandon,20,10,2,2,5.35,0
PAY_00857,3500.39,checkout_abandon,2,10,2,3,5.01,0
